tweet,hashtags
@NokiaMobile @NokiamobileIN Very disappointed by the service i am q of the oldest member of nokia since nokia3310 to 6.1 plus but now you delivering with fulty hardware &amp; due to lockdown my warranty over &amp; you guys didnt even assure me about my warranty very pathetic @ETTelecom,
New post (How to Hard Reset Nokia 6.1 Plus) has been published on All Methods - Hard Reset - ,
"Awokawokawokawok Iya sih... Kemarin aja Security Patch April, Nokia 5.1 plus yang duluan Tapi ini software update besar besaran Tau gini kemarin mending beli Nokia 6.1 plus aja deh ",
Nokia 6.1 Plus,
"Nokia to so raha hai. Mere maa ke pass 6.1 plus hai. Itna Acha phone hai , 2 updates diye, par Didi problem kya hai malum: Koi dhang Ka phone Nahi Nokia se upgrade Karne ke liye. Pure android walo ko babaji Ka thulu hi hai filal ",
"As Expected. I got the response from Nokia In response to your concern regarding Nokia 6.1 Plus, we would request you to visit your nearest authorized service center once we resume our service operations.",
I did all those things but I want to know how is your worst service and nokia 6.1 plus mobile warranty also finished always issue comes,
Till Now No Call Recording Feature Is Live In My Nokia 6.1 Plus. How To Enable/Activate Call Recording Feature?,
"See global and European pricing has nothing to do it Indian pricing . Nokia 6.1 plus in EU was twice the price of Indian price. Nokia 7.2 in Europe costs 35K do we pay that ? Their are people who pay for assurance of security updates ,",
[Price Update : 13/05/2020] Lowest Price update for Nokia 6.1 Plus (Nokia X6). Click here to find more dealers and their prices for this device.https://www.phoneprice.lk/phones/view/nokia-61-plus-nokia-x6 #phonePriceSriLanka,#phonePriceSriLanka
[Top Price list : 13/05/2020] Price list update for Nokia 6.1 Plus (Nokia X6). Click here to find more dealers and their prices for this device.https://www.phoneprice.lk/phones/view/nokia-61-plus-nokia-x6 #phonePriceSriLanka,#phonePriceSriLanka
Nokia 6.1 plus. You'll be amazed at the value you'll be getting for the price,
"Nokia 6.1 Plus (Blue, 6GB RAM, 64GB Storage) ",
@NokiaMobile @NokiamobileIN @nokia Using Nokia 6.1 plus. Phone getting reboot automatically while working and it's happened oftenly. About 4-5 times in a day. It also take long time in rebooting. It take average 5-10 minutes and sometimes half hour. What to do?? Please suggest.,
Shot on Nokia 6.1 plus #shotonnokia #nokia #Nokiacamera,#shotonnokia #nokia #Nokiacamera
Its a beta program for phone app. Stable update is not available still for nokia 6.1 plus..,
@NokiaMobile @NokiamobileIN @nokianews @nokia @NokiaCareers @nokiapubsvcs How to enable call recording on nokia 6.1 plus? Is this feature really available on the device?,
6days se yahi hai or nokia ke har phone me aa raha hai ye issue abhi mere me aaya hai or other me v aaya hi 6.1 plus but nokia wale dhyan nahi de rahe hai. Or jab se liya hu kabhi jack issue kabhi speaker issue kabhi ye new problem or ye awkward hi nokia ka service reply v nahi ,
"@ASUSIndia Nokia 6.1 plus with sd636 and stock android receiving call recording feature while zenfone max pro have same hardware didn't,any reason?",
But nokia 6.1 plus Android logo issue so bad service by Nokia.,
Nokia 6.1 plus,
"Call Recording Feature Is Now Live on @nokia 6.1 Plus in India, @sarvikas @NokiamobileIN @NokiaMobile @Nokiapoweruser @NokiaFanss @princessnokia @nokianetworks @Google @GoogleIndia @Android @noko",
"They are doing fraud with customer nokia 6.1 plus. Android one logo issue hard reset etc I did but not working still So bad service, jab se hand miss hua purane Nokia phone ka wo ab new me nahi hai yaa i ki believe usne kho diya hai nokia nahi raha pahle jaisa.",
Now getting recording feature in my Nokia 6.1 Plus without any update. Works good,
"when are you restocking this product -> Seller: Gadget Place nokia 6.1 Plus 5.8"" (4GB, 64GB ROM), 16MP + 16MP, Dual Sim, 4G Smartphone - Black",
[Price Update : 10/05/2020] Lowest Price update for Nokia 6.1 Plus (Nokia X6). Click here to find more dealers and their prices for this device.https://www.phoneprice.lk/phones/view/nokia-61-plus-nokia-x6 #phonePriceSriLanka,#phonePriceSriLanka
[Price Update : 10/05/2020] Lowest Price update for Nokia 6.1 Plus (Nokia X6). Click here to find more dealers and their prices for this device.https://www.phoneprice.lk/phones/view/nokia-61-plus-nokia-x6 #phonePriceSriLanka,#phonePriceSriLanka
Nokia 6.1 Plus.,
Am I the only who is getting the charging point problem in Nokia 6.1 plus again and again or its the defacte with this hand set only. @NokiamobileIN can you help me how to resolve it during this lockdown. Its really irritating now. Didn't know expect it from Nokia,
#FooledByNokia @NokiamobileIN Is there any solution for this problem for Nokia 6.1 plus users ? https://support.google.com/android/thread/25103300?hl=en&amp;dark=1,#FooledByNokia
"From my childhood itself I am using nokia phones, but for the first time I am detesting nokia because of Charging port issue on nokia 6.1 plus, this is the second time again I am facing the same issue.Feeling worst bcz of purchased Nokia phone. @NokiamobileIN @NokiaMobile @nokia",
[Price Update : 09/05/2020] Lowest Price update for Nokia 6.1 Plus (Nokia X6). Click here to find more dealers and their prices for this device.https://www.phoneprice.lk/phones/view/nokia-61-plus-nokia-x6 #phonePriceSriLanka,#phonePriceSriLanka
"Nokia 6.1, 7.1, 6.1 Plus e 7 Plus ricevono le patch di sicurezza di aprile 2020 ",
@nokia @NokiaMobile @NokiamobileIN Best quarantine pic of the year NOKIA 6.1 Plus ,
"@NokiamobileIN I have Nokia 6.1 plus, type C cable damage. Want to buy new one. Not available on online store and your support team was unable to disclose your offline stores. @nokia @NokiaMobile @NokiaUS @NokiaFiland international nokia please look into, how nokia india work.",
Dan skrg jadi user Nokia 6.1 plus ,
https://doodido.com/nokia-6-1-plus/ Nokia 6.1 Plus สมาร์ทโฟนระบบปฏิบัติการ Android,
@NokiaMobile why my mobile nokia 6.1 plus got shut down several times after installing april update of Android security? Is ther any issue??,
I'm Really Surprising I Got Call Recording Options On My Nokia 6.1 Plus. How Many People Get This Options Please Comments On My Posts.... ,
Sir after upgrading to Android 10 there are so many Issues in my nokia 6.1 plus. Please provide an option to roll back to Android 9,
[Top Price list : 09/05/2020] Price list update for Nokia 6.1 Plus (Nokia X6). Click here to find more dealers and their prices for this device.https://www.phoneprice.lk/phones/view/nokia-61-plus-nokia-x6 #phonePriceSriLanka,#phonePriceSriLanka
"Yeah price is the only thing which has kept me away from buying it. I usually switch phone every year, to get latest OS etc. So I have a strict limit on price. Android One often is cheap. Been using @nokia 6.1 Plus and its smooth. Got it at #AndroidOreo but now its at #Android10",#AndroidOreo #Android10
Call recording facility available in nokia 6.1 plus. Thanks to #Nokia #Android #AndroidDev,#Nokia #Android #AndroidDev
It's been over 4 months since nokia 6.1 plus got android 10 update. Even today there is no sign of android 10 update for Nokia 5.1 plus.,
Mi3 Nokia 6.1 plus,
"Nokia we are tired of your games, you can't beat us and force us not to cry. This is the fifth month in which we Nokia 6.1 plus users are leaving without a phone because of ur buggy android 10 update. Our phones are unusable and you are not doing anything about it. 5 MONTHS",
@NokiamobileIN I own a Nokia 6.1 plus and it is nearly 5 months of android 10 update and Nokia is not giving any bug fixes. No replies in Nokia community. Everyone is complaining about the same thing but you don't even care. That's why Nokia smartphone are not very popular.,
@NokiamobileIN i am using Nokia 6.1 plus,
Nokia 6.1 plus ,
@HuaweiIndia now why and how wud i run Huawei appGallery on Nokia phone.. this error is persistent...even wen my app is updated ..phone is running android q. (Latest patch) nokia 6.1 plus. ,
Nokia 6.1 plus,
bug?? why aren't you guys taking it seriously?? At first when this phone Nokia 6.1 plus was launched you and your team was giving regular updates with removing bugs and making improvements but now its not. what users get is just security updates that too is late. #hearmenokia,#hearmenokia
[Price Update : 08/05/2020] Lowest Price update for Nokia 6.1 Plus (Nokia X6). Click here to find more dealers and their prices for this device.https://www.phoneprice.lk/phones/view/nokia-61-plus-nokia-x6 #phonePriceSriLanka,#phonePriceSriLanka
How is my click? Nokia 6.1 plus #supermoon #SuperMoons #Nokia ,#supermoon #SuperMoons #Nokia
Nokia 6.1 plus uu ,
"great looking, looking forward to upgrade my Nokia 6.1 Plus with some great device you launch in future",
[Price Update : 07/05/2020] Lowest Price update for Nokia 6.1 Plus (Nokia X6). Click here to find more dealers and their prices for this device.https://www.phoneprice.lk/phones/view/nokia-61-plus-nokia-x6 #phonePriceSriLanka,#phonePriceSriLanka
"IPhone ni hai, it is a #Nokia 6.1 Plus. ",#Nokia
[Top Price list : 07/05/2020] Price list update for Nokia 6.1 Plus (Nokia X6). Click here to find more dealers and their prices for this device.https://www.phoneprice.lk/phones/view/nokia-61-plus-nokia-x6 #phonePriceSriLanka,#phonePriceSriLanka
After April patch on Nokia 6.1 Plus. @NokiaMobile @NokiamobileIN @sarvikas @Nokiapoweruser,
@nokia is doing fraud now. The charging problem is comming in nokia 6.1 plus every user.,
"nokia 6.1 plus, udah android one lagi",
dus baru tapi port charger bermasalah kek nokia 6.1 plus ya sama aja ,
Yes NOKIA lumia design was very good design. But the round shaped camera set-up is not admired by many people. so you should change round shaped camera. Rather the camera like 6.1 plus and 7.1 was good,
[Top Price list : 07/05/2020] Price list update for Nokia 6.1 Plus (Nokia X6). Click here to find more dealers and their prices for this device.https://www.phoneprice.lk/phones/view/nokia-61-plus-nokia-x6 #phonePriceSriLanka,#phonePriceSriLanka
I have purchased nokia 6.1 plus on 1 jan 2020 and since one month i am facing charging port issue but have to deal with it due to lock down really got frustrated by the product. And not only me i have suggested my brother also this phone he is also facing same charging port issue ,
@nokia i have purchased nokia 6.1 plus just 3 months back and i have facing charging port issue in the lockdown its really irritating my phone is under warrany. And due to lock down i cant order new phone also.. really very disappointed with the brand. Plz give solution.,
"@BellLabs I smashed my Nokia 5( TA-1053)'s screen in an accident last year &amp; I have already moved on to Nokia 6.1 Plus. My nokia 5 is still alive with shattered display &amp; touch but I want to restore it as an android tablet. Can you please make a compatible touch &amp; 10"" display?",
In india we need successor of nokia 6.1 plus and 5.1 plus and nokia 7 plus those are the amazing affordable series only problem was heating hope this time problem will be sorted also requesting please be keep pricing and features competitive.,
"What's happening @nokiaMobile, why treating us Nokia 6.1 plus users this way? You released Android 10 update full of bugs for five months and nobody is listening to customer feedbacks. We are tired of this, our phones have become unsable.",
[Price Update : 06/05/2020] Lowest Price update for Nokia 6.1 Plus (Nokia X6). Click here to find more dealers and their prices for this device.https://www.phoneprice.lk/phones/view/nokia-61-plus-nokia-x6 #phonePriceSriLanka,#phonePriceSriLanka
"My device ( Nokia 6.1 plus) is facing the same charging issue all again, after getting it repaired from the service centre 6 months back. I mean how much user freindly is my device and now that the 1 year has been completed from purchasing... @NokiamobileIN @nokia #Nokia6.1plus",#Nokia6
[Price Update : 06/05/2020] Lowest Price update for Nokia 6.1 Plus (Nokia X6). Click here to find more dealers and their prices for this device.https://www.phoneprice.lk/phones/view/nokia-61-plus-nokia-x6 #phonePriceSriLanka,#phonePriceSriLanka
"Nokia 6.1, 7.1, 7 Plus, 6.1 Plus receiving the April Security update 2020 now. List of markets, update size ",
"Nokia 6.1, 7.1, 7 Plus, 6.1 Plus receiving the April Security update 2020 now. List of markets, update size https://nokiapoweruser.com/nokia-6-1-7-1-7-plus-6-1-plus-the-april-security-update-2020-now-list-of-markets-update-size/",
"Nokia 6.1, 7.1, 7 Plus, 6.1 Plus receiving the April Security update 2020 now. List of markets, update size https://nokiapoweruser.com/nokia-6-1-7-1-7-plus-6-1-plus-the-april-security-update-2020-now-list-of-markets-update-size/",
Hey Lew I'd love one.. I use a Nokia 6.1 plus,
"Am I the only one that is having sms of a few characters, less than 160 but spirit into two sms and charged twice by @MTN180. I’m using Nokia 6.1 plus. Could it be that is the phone? Though with my second line, I don’t experience such a problem.",
[Top Price list : 06/05/2020] Price list update for Nokia 6.1 Plus (Nokia X6). Click here to find more dealers and their prices for this device.https://www.phoneprice.lk/phones/view/nokia-61-plus-nokia-x6 #phonePriceSriLanka,#phonePriceSriLanka
"This icon is not loading, not a major issues but timepass @SetuAarogya team. Android version 10, Nokia 6.1 plus. ",
Mon problème est résolu depuis que j’ai mon Nokia 6.1 plus J’utilise mon iPhone juste pour écouter de la musique et passer ses coup de fil mdr,
Mdr t’es super drôle j’ai eu ce débat avec un autre il y a une semaine et il a eu le courage de reconnaître ce qui n’est pas ton cas j’ai un Nokia 6.1 plus acheter moins chère que mon iPhone 7 et je peux te dire que la différence est énorme,
